"사업번호","구분코드","구분명","세부절차코드","세부절차명","일자","제목","상세내용"
"11680-900000131","","","156002","계약(변경)","20190313","",""
"11680-900000131","","","156002","계약(변경)","20120905","",""
"11680-900000131","","","156001","업체선정","20190313","",""
"11680-900000131","","","156001","업체선정","20120905","",""
"11680-900000131","","","150003","(변경)인가","20201019","",""
"11680-900000131","","","150003","(변경)인가","20181115","조합설립인가",""
"11680-900000131","","","150002","(변경)인가신청","20200925","",""
"11680-900000131","","","150002","(변경)인가신청","20181012","조합설립인가신청",""
"11680-900000131","","","150001","총회개최","20180918","조합설립을 위한 창립총회",""
"11680-900000131","","","145002","계약(변경)","20120905","",""
"11680-900000131","","","145001","업체선정","20120905","",""
"11680-900000052","","","145001","업체선정","20180205","",""
"11680-900000052","","","140004","(변경)승인","20171103","",""
"11680-900000052","","","140003","(변경)승인신청","20180205","",""
"11680-900000052","","","140003","(변경)승인신청","20171023","",""
"11680-900000052","","","140004","(변경)승인","20180205","",""
"11680-100003003","","","150002","(변경)인가신청","20141028","",""
"11680-100003003","","","150002","(변경)인가신청","20130731","",""
"11680-100003003","","","150002","(변경)인가신청","20130724","",""
"11680-100003003","","","150002","(변경)인가신청","20130325","",""
"11680-100003003","","","150002","(변경)인가신청","20120504","",""
"11680-100003003","","","150002","(변경)인가신청","20110811","",""
"11680-100003003","","","150002","(변경)인가신청","20110718","",""
"11680-100003003","","","150002","(변경)인가신청","20110503","",""
"11680-100003003","","","150002","(변경)인가신청","20101201","",""
"11680-100003003","","","150002","(변경)인가신청","20100913","",""
"11680-100003003","","","150002","(변경)인가신청","20100826","",""
"11680-100003003","","","150002","(변경)인가신청","20100104","",""
"11680-100003003","","","150002","(변경)인가신청","20090423","",""
"11680-100003003","","","150002","(변경)인가신청","20081226","",""
"11680-100003003","","","150002","(변경)인가신청","20080331","",""
"11680-100003003","","","150002","(변경)인가신청","20060103","",""
"11680-100003003","","","150002","(변경)인가신청","20050411","",""
"11680-100003003","","","150002","(변경)인가신청","20040622","",""
"11680-100003003","","","150002","(변경)인가신청","20030929","",""
"11680-100003003","","","145002","계약(변경)","20020605","",""
"11680-100003003","","","145001","업체선정","20020605","",""
"11680-100003003","","","140003","(변경)승인신청","20030826","",""
"11680-100003003","","","140004","(변경)승인","20030926","",""
"11680-100003003","","","200003","일반분양공고","20200720","",""
"11680-100003003","","","190001","착공연기신고","20200602","",""
"11680-100003003","","","180001","철거신고","20191217","",""
"11680-100003003","","","179002","이주완료","20180930","",""
"11680-100003003","","","179001","이주개시","20180407","",""
"11680-100003003","","","170007","(변경)인가","20200612","",""
"11680-100003003","","","170007","(변경)인가","20180406","",""
"11680-100003003","","","170006","(변경)인가고시","20200612","",""
"11680-100003003","","","170006","(변경)인가고시","20180413","",""
"11680-100003003","","","170005","(변경)인가신청","20200504","",""
"11680-100003003","","","170005","(변경)인가신청","20170905","",""
"11680-100003003","","","160005","(변경)인가","20200527","",""
"11680-100003003","","","160005","(변경)인가","20160428","",""
"11680-100003003","","","160004","(변경)인가고시","20200527","",""
"11680-100003003","","","160004","(변경)인가고시","20160504","",""
"11680-100003003","","","160002","(변경)인가신청","20181219","",""
"11680-100003003","","","160002","(변경)인가신청","20150813","",""
"11680-100003003","","","156002","계약(변경)","20190710","",""
"11680-100003003","","","156002","계약(변경)","20140123","",""
"11680-100003003","","","156002","계약(변경)","20020905","",""
"11680-100003003","","","156002","계약(변경)","20020209","",""
"11680-100003003","","","156001","업체선정","20020905","",""
"11680-100003003","","","156001","업체선정","20020209","",""
"11680-100003003","","","155002","계약(변경)","20200511","",""
"11680-100003003","","","155002","계약(변경)","20170831","",""
"11680-100003003","","","155002","계약(변경)","20020319","",""
"11680-100003003","","","155001","업체선정","20200511","",""
"11680-100003003","","","155001","업체선정","20020319","",""
"11680-100003003","","","155001","업체선정","20020319","",""
"11680-100003003","","","150003","(변경)인가","20200116","",""
"11680-100003003","","","150003","(변경)인가","20170905","",""
"11680-100003003","","","150003","(변경)인가","20161115","",""
"11680-100003003","","","150003","(변경)인가","20150924","",""
"11680-100003003","","","150003","(변경)인가","20150625","",""
"11680-100003003","","","150003","(변경)인가","20141125","",""
"11680-100003003","","","150003","(변경)인가","20130819","",""
"11680-100003003","","","150003","(변경)인가","20130731","",""
"11680-100003003","","","150003","(변경)인가","20130429","",""
"11680-100003003","","","150003","(변경)인가","20120516","",""
"11680-100003003","","","150003","(변경)인가","20110811","",""
"11680-100003003","","","150003","(변경)인가","20110728","",""
"11680-100003003","","","150003","(변경)인가","20110513","",""
"11680-100003003","","","150003","(변경)인가","20101207","",""
"11680-100003003","","","150003","(변경)인가","20100913","",""
"11680-100003003","","","150003","(변경)인가","20100902","",""
"11680-100003003","","","150003","(변경)인가","20100114","",""
"11680-100003003","","","150003","(변경)인가","20090501","",""
"11680-100003003","","","150003","(변경)인가","20081231","",""
"11680-100003003","","","150003","(변경)인가","20080410","",""
"11680-100003003","","","150003","(변경)인가","20060112","",""
"11680-100003003","","","150003","(변경)인가","20050419","",""
"11680-100003003","","","150003","(변경)인가","20040628","",""
"11680-100003003","","","150003","(변경)인가","20031014","",""
"11680-100003003","","","150002","(변경)인가신청","20191204","",""
"11680-100003003","","","150002","(변경)인가신청","20170727","",""
"11680-100003003","","","150002","(변경)인가신청","20161102","",""
"11680-100003003","","","150002","(변경)인가신청","20150812","",""
"11680-100003003","","","150002","(변경)인가신청","20150529","",""
"11680-100003002","","","156002","계약(변경)","20150430","",""
"11680-100003002","","","200999","기타","20200728","일반분양승인",""
"11680-100003002","","","190002","착공신고","20200714","",""
"11680-100003002","","","180001","철거신고","20200406","",""
"11680-100003002","","","179002","이주완료","20190110","",""
"11680-100003002","","","179001","이주개시","20181010","",""
"11680-100003002","","","170007","(변경)인가","20200319","",""
"11680-100003002","","","170007","(변경)인가","20180312","",""
"11680-100003002","","","170007","(변경)인가","20160627","",""
"11680-100003002","","","170006","(변경)인가고시","20200319","",""
"11680-100003002","","","170006","(변경)인가고시","20180316","",""
"11680-100003002","","","170006","(변경)인가고시","20160701","",""
"11680-100003002","","","170005","(변경)인가신청","20200304","",""
"11680-100003002","","","170005","(변경)인가신청","20171221","",""
"11680-100003002","","","170005","(변경)인가신청","20160524","",""
"11680-100003002","","","160005","(변경)인가","20200227","",""
"11680-100003002","","","160005","(변경)인가","20170601","",""
"11680-100003002","","","160005","(변경)인가","20151023","",""
"11680-100003002","","","160004","(변경)인가고시","20200228","",""
"11680-100003002","","","160004","(변경)인가고시","20170609","",""
"11680-100003002","","","160004","(변경)인가고시","20151030","",""
"11680-100003002","","","160002","(변경)인가신청","20200110","",""
"11680-100003002","","","160002","(변경)인가신청","20170331","",""
"11680-100003002","","","160002","(변경)인가신청","20150715","",""
"11680-100003002","","","156002","계약(변경)","20200107","",""
"11680-100003002","","","156002","계약(변경)","20170307","",""
"11680-100003002","","","156002","계약(변경)","20140828","",""
"11680-100003002","","","156002","계약(변경)","20000410","",""
"11680-100003002","","","156001","업체선정","20000410","",""
"11680-100003002","","","155002","계약(변경)","20160818","",""
"11680-100003002","","","155002","계약(변경)","20090530","",""
"11680-100003002","","","155001","업체선정","20090530","",""
"11680-100003002","","","155001","업체선정","20090530","",""
"11680-100003002","","","150003","(변경)인가","20210818","",""
"11680-100003002","","","150003","(변경)인가","20190531","",""
"11680-100003002","","","150003","(변경)인가","20190329","",""
"11680-100003002","","","150003","(변경)인가","20170308","",""
"11680-100003002","","","150003","(변경)인가","20160704","",""
"11680-100003002","","","150003","(변경)인가","20160523","",""
"11680-100003002","","","150003","(변경)인가","20150424","",""
"11680-100003002","","","150003","(변경)인가","20140723","",""
"11680-100003002","","","150003","(변경)인가","20130604","",""
"11680-100003002","","","150003","(변경)인가","20030630","",""
"11680-100003002","","","150002","(변경)인가신청","20210506","",""
"11680-100003002","","","150002","(변경)인가신청","20190509","",""
"11680-100003002","","","150002","(변경)인가신청","20181226","",""
"11680-100003002","","","150002","(변경)인가신청","20170206","",""
"11680-100003002","","","150002","(변경)인가신청","20160616","",""
"11680-100003002","","","150002","(변경)인가신청","20160428","",""
"11680-100003002","","","150002","(변경)인가신청","20150413","",""
"11680-100003002","","","150002","(변경)인가신청","20140708","",""
"11680-100003002","","","150002","(변경)인가신청","20130502","",""
"11680-100003002","","","150002","(변경)인가신청","20030626","",""
"11680-100003002","","","145002","계약(변경)","20200623","",""
"11680-100003002","","","145002","계약(변경)","20030510","",""
"11680-100003002","","","145001","업체선정","20200623","",""
"11680-100003000","","","145001","업체선정","20010330","",""
"11680-100003000","","","156003","계약해지/해제","20161221","","2016년 12월 21일 임시총회 의결을 통하여 계약해지"
"11680-100003000","","","156002","계약(변경)","20170118","",""
"11680-100003000","","","156002","계약(변경)","20010630","",""
"11680-100003000","","","156002","계약(변경)","20010630","",""
"11680-100003000","","","156002","계약(변경)","20010630","",""
"11680-100003000","","","156001","업체선정","20161221","",""
"11680-100003000","","","156001","업체선정","20010630","",""
"11680-100003000","","","156001","업체선정","20010630","",""
"11680-100003000","","","156001","업체선정","20010630","",""
"11680-100003000","","","155002","계약(변경)","20011107","",""
"11680-100003000","","","155001","업체선정","20011107","",""
"11680-100003000","","","150003","(변경)인가","20170201","",""
"11680-100003000","","","150003","(변경)인가","20020930","",""
"11680-100003000","","","150002","(변경)인가신청","20170102","",""
"11680-100003000","","","150002","(변경)인가신청","20010701","",""
"11680-100003000","","","145003","계약해지/해제","20161221","","2016년 12월 21일 임시총회 의결을 통하여 계약해지"
"11680-100003000","","","145002","계약(변경)","20170118","",""
"11680-100003000","","","145002","계약(변경)","20010330","",""
"11680-100003000","","","145002","계약(변경)","20010330","",""
"11680-100003000","","","145001","업체선정","20161221","",""
"11680-100003000","","","145001","업체선정","20010330","",""
"11680-100002028","","","160005","(변경)인가","20170615","",""
"11680-100002028","","","190002","착공신고","20181023","",""
"11680-100002028","","","180002","철거완료","20180830","건축물 철거 완료",""
"11680-100002028","","","180001","철거신고","20180704","건축물 철거 신고",""
"11680-100002028","","","179002","이주완료","20180420","조합원 이주 완료",""
"11680-100002028","","","179001","이주개시","20180224","조합원 이주개시","조합원 이주 개시 및 이주비 솬련 신청"
"11680-100002028","","","170007","(변경)인가","20190129","",""
"11680-100002028","","","170007","(변경)인가","20180123","",""
"11680-100002028","","","170006","(변경)인가고시","20190201","",""
"11680-100002028","","","170006","(변경)인가고시","20180126","",""
"11680-100002028","","","170005","(변경)인가신청","20190114","",""
"11680-100002028","","","170005","(변경)인가신청","20171227","",""
"11680-100002028","","","160004","(변경)인가고시","20170623","",""
"11680-100002028","","","160002","(변경)인가신청","20170228","",""
"11680-100002028","","","156002","계약(변경)","20181020","",""
"11680-100002028","","","156002","계약(변경)","20160922","",""
"11680-100002028","","","156001","업체선정","20181025","",""
"11680-100002028","","","156001","업체선정","20011215","",""
"11680-100002028","","","155002","계약(변경)","20210129","",""
"11680-100002028","","","155002","계약(변경)","20200618","",""
"11680-100002028","","","155002","계약(변경)","20200117","",""
"11680-100002028","","","155002","계약(변경)","20190510","",""
"11680-100002028","","","155002","계약(변경)","20181212","",""
"11680-100002028","","","155001","업체선정","20210122","",""
"11680-100002028","","","155001","업체선정","20181025","",""
"11680-100002028","","","155001","업체선정","20170826","",""
"11680-100002028","","","150003","(변경)인가","20160726","",""
"11680-100002028","","","150002","(변경)인가신청","20160701","",""
"11680-100002028","","","145002","계약(변경)","20201029","",""
"11680-100002028","","","145002","계약(변경)","20181017","",""
"11680-100002028","","","145002","계약(변경)","20170510","",""
"11680-100002028","","","145002","계약(변경)","20150211","",""
"11680-100002028","","","145001","업체선정","20201022","",""
"11680-100002028","","","145001","업체선정","20180919","",""
"11680-100002028","","","145001","업체선정","20170227","",""
"11680-100002028","","","145001","업체선정","20141220","",""
"11680-100002028","","","140004","(변경)승인","20160726","",""
"11680-100002028","","","140004","(변경)승인","20150304","",""
"11680-100002028","","","140004","(변경)승인","20140530","",""
"11680-100002028","","","140004","(변경)승인","20140331","",""
"11680-100002028","","","140004","(변경)승인","20140228","",""
"11680-100002028","","","140004","(변경)승인","20080124","",""
"11680-100002028","","","140004","(변경)승인","20031127","",""
"11680-100002028","","","140003","(변경)승인신청","20160701","",""
"11680-100002028","","","140003","(변경)승인신청","20150223","",""
"11680-100002028","","","140003","(변경)승인신청","20140520","",""
"11680-100002028","","","140003","(변경)승인신청","20140324","",""
"11680-100002028","","","140003","(변경)승인신청","20140220","",""
"11680-100002028","","","140003","(변경)승인신청","20080101","",""
"11680-100002028","","","140003","(변경)승인신청","20031110","",""
"11680-100002026","","","145002","계약(변경)","20200928","",""
"11680-100002026","","","170007","(변경)인가","20171113","",""
"11680-100002026","","","170006","(변경)인가고시","20171117","",""
"11680-100002026","","","170005","(변경)인가신청","20170719","",""
"11680-100002026","","","160004","(변경)인가고시","20151204","",""
"11680-100002026","","","160002","(변경)인가신청","20150901","",""
"11680-100002026","","","155002","계약(변경)","20200602","",""
"11680-100002026","","","155002","계약(변경)","20200522","",""
"11680-100002026","","","155002","계약(변경)","20200217","",""
"11680-100002026","","","155002","계약(변경)","20170829","",""
"11680-100002026","","","155002","계약(변경)","20010903","",""
"11680-100002026","","","155001","업체선정","20200528","",""
"11680-100002026","","","155001","업체선정","20200522","",""
"11680-100002026","","","155001","업체선정","20200217","",""
"11680-100002026","","","155001","업체선정","20010903","",""
"11680-100002026","","","155001","업체선정","20010903","",""
"11680-100002026","","","150003","(변경)인가","20200213","",""
"11680-100002026","","","150003","(변경)인가","20180921","",""
"11680-100002026","","","150003","(변경)인가","20170330","",""
"11680-100002026","","","150003","(변경)인가","20160901","",""
"11680-100002026","","","150003","(변경)인가","20160321","",""
"11680-100002026","","","150003","(변경)인가","20141205","",""
"11680-100002026","","","150003","(변경)인가","20141112","",""
"11680-100002026","","","150003","(변경)인가","20140222","",""
"11680-100002026","","","150003","(변경)인가","20130905","",""
"11680-100002026","","","150003","(변경)인가","20120820","",""
"11680-100002026","","","150003","(변경)인가","20120717","",""
"11680-100002026","","","145002","계약(변경)","20120716","",""
"11680-100002026","","","150003","(변경)인가","20120330","",""
"11680-100002026","","","150003","(변경)인가","20111006","",""
"11680-100002026","","","150003","(변경)인가","20101019","",""
"11680-100002026","","","150003","(변경)인가","20060406","",""
"11680-100002026","","","150003","(변경)인가","20050914","",""
"11680-100002026","","","150003","(변경)인가","20050611","",""
"11680-100002026","","","150003","(변경)인가","20050422","",""
"11680-100002026","","","150003","(변경)인가","20040409","",""
"11680-100002026","","","145001","업체선정","20120716","",""
"11680-100002026","","","150003","(변경)인가","20040105","",""
"11680-100002026","","","150003","(변경)인가","20031118","",""
"11680-100002026","","","150003","(변경)인가","20030922","",""
"11680-100002026","","","150002","(변경)인가신청","20200109","",""
"11680-100002026","","","150002","(변경)인가신청","20180824","",""
"11680-100002026","","","150002","(변경)인가신청","20170216","",""
"11680-100002026","","","150002","(변경)인가신청","20160812","",""
"11680-100002026","","","150002","(변경)인가신청","20160218","",""
"11680-100002026","","","150002","(변경)인가신청","20141112","",""
"11680-100002026","","","150002","(변경)인가신청","20141013","",""
"11680-100002026","","","150002","(변경)인가신청","20140222","",""
"11680-100002026","","","150002","(변경)인가신청","20130806","",""
"11680-100002026","","","140003","(변경)승인신청","20030801","",""
"11680-100002026","","","150002","(변경)인가신청","20120727","",""
"11680-100002026","","","130999","기타","20131218","법적 용적률상향  도시계획심의 통과","용적률 300% 신축세대수: 1296(임대 155세대 포함) 층수:최고 35층 9개동 (한강변 최고 15층)"
"11680-100002026","","","140004","(변경)승인","20030919","",""
"11680-100002026","","","150002","(변경)인가신청","20120625","",""
"11680-100002026","","","150002","(변경)인가신청","20120221","",""
"11680-100002026","","","150002","(변경)인가신청","20110914","",""
"11680-100002026","","","150002","(변경)인가신청","20100930","",""
"11680-100002026","","","150002","(변경)인가신청","20060302","",""
"11680-100002026","","","150002","(변경)인가신청","20050808","",""
"11680-100002026","","","150002","(변경)인가신청","20050601","",""
"11680-100002026","","","150002","(변경)인가신청","20050314","",""
"11680-100002026","","","150002","(변경)인가신청","20040303","",""
"11680-100002026","","","150002","(변경)인가신청","20031201","",""
"11680-100002026","","","150002","(변경)인가신청","20031002","",""
"11680-100002026","","","150002","(변경)인가신청","20030801","",""
"11680-100002024","","","150002","(변경)인가신청","20140217","",""
"11680-100002024","","","220001","조합해산","20190331","",""
"11680-100002024","","","210003","인가고시","20160624","",""
"11680-100002024","","","200003","일반분양공고","20140403","일반분양공고",""
"11680-100002024","","","200002","일반분양승인","20140403","일반분양승인",""
"11680-100002024","","","200001","입주자모집 승인신청","20140314","입주자모집 승인신청",""
"11680-100002024","","","190002","착공신고","20130713","",""
"11680-100002024","","","180002","철거완료","20131213","",""
"11680-100002024","","","180001","철거신고","20130725","",""
"11680-100002024","","","179002","이주완료","20130701","",""
"11680-100002024","","","179001","이주개시","20130101","",""
"11680-100002024","","","170006","(변경)인가고시","20130422","",""
"11680-100002024","","","170006","(변경)인가고시","20121116","",""
"11680-100002024","","","170005","(변경)인가신청","20130327","",""
"11680-100002024","","","170005","(변경)인가신청","20121019","",""
"11680-100002024","","","170004","총회관련서류 공람공고 및 의견청취","20120704","",""
"11680-100002024","","","170003","총회개최","20120701","",""
"11680-100002024","","","170002","분양신청","20120109","",""
"11680-100002024","","","170001","분양신청의 통지/공고","20120109","",""
"11680-100002024","","","160005","(변경)인가","20151210","",""
"11680-100002024","","","160005","(변경)인가","20150914","",""
"11680-100002024","","","160005","(변경)인가","20140331","",""
"11680-100002024","","","160005","(변경)인가","20130515","",""
"11680-100002024","","","160005","(변경)인가","20111201","",""
"11680-100002024","","","160004","(변경)인가고시","20151210","",""
"11680-100002024","","","160004","(변경)인가고시","20150914","",""
"11680-100002024","","","160004","(변경)인가고시","20140331","",""
"11680-100002024","","","160004","(변경)인가고시","20130516","",""
"11680-100002024","","","160004","(변경)인가고시","20111001","",""
"11680-100002024","","","160003","공람공고 및 의견청취","20111007","",""
"11680-100002024","","","160002","(변경)인가신청","20151113","",""
"11680-100002024","","","160002","(변경)인가신청","20150827","",""
"11680-100002024","","","160002","(변경)인가신청","20140317","",""
"11680-100002024","","","160002","(변경)인가신청","20130325","",""
"11680-100002024","","","160002","(변경)인가신청","20110930","",""
"11680-100002024","","","160001","총회개최","20110908","",""
"11680-100002024","","","156002","계약(변경)","20130201","",""
"11680-100002024","","","156002","계약(변경)","20101130","",""
"11680-100002024","","","156002","계약(변경)","20060428","",""
"11680-100002024","","","156001","업체선정","20101130","",""
"11680-100002024","","","156001","업체선정","20060428","",""
"11680-100002024","","","155002","계약(변경)","20140915","",""
"11680-100002024","","","155002","계약(변경)","20131024","",""
"11680-100002024","","","155002","계약(변경)","20121207","",""
"11680-100002024","","","155002","계약(변경)","20121018","",""
"11680-100002024","","","155002","계약(변경)","20111115","",""
"11680-100002024","","","155001","업체선정","20121018","",""
"11680-100002024","","","155001","업체선정","20111115","",""
"11680-100002024","","","150003","(변경)인가","20180904","",""
"11680-100002024","","","150003","(변경)인가","20180405","",""
"11680-100002024","","","150003","(변경)인가","20170106","",""
"11680-100002024","","","150003","(변경)인가","20151216","",""
"11680-100002024","","","150003","(변경)인가","20150914","",""
"11680-100002024","","","150003","(변경)인가","20150130","",""
"11680-100002024","","","150003","(변경)인가","20141010","",""
"11680-100002024","","","150003","(변경)인가","20140610","",""
"11680-100002024","","","150003","(변경)인가","20140428","",""
"11680-100002024","","","150003","(변경)인가","20140407","",""
"11680-100002024","","","150003","(변경)인가","20140311","",""
"11680-100002024","","","150003","(변경)인가","20140227","",""
"11680-100002024","","","150003","(변경)인가","20131222","",""
"11680-100002024","","","150003","(변경)인가","20131205","",""
"11680-100002024","","","150003","(변경)인가","20130430","",""
"11680-100002024","","","150003","(변경)인가","20130410","",""
"11680-100002024","","","150003","(변경)인가","20100526","",""
"11680-100002024","","","150002","(변경)인가신청","20180809","",""
"11680-100002024","","","150002","(변경)인가신청","20180315","",""
"11680-100002024","","","150002","(변경)인가신청","20170103","",""
"11680-100002024","","","150002","(변경)인가신청","20151203","",""
"11680-100002024","","","150002","(변경)인가신청","20150827","",""
"11680-100002024","","","150002","(변경)인가신청","20150127","",""
"11680-100002024","","","150002","(변경)인가신청","20141002","",""
"11680-100002024","","","150002","(변경)인가신청","20140526","",""
"11680-100002024","","","150002","(변경)인가신청","20140425","",""
"11680-100002024","","","150002","(변경)인가신청","20140403","",""
"11680-100002024","","","150002","(변경)인가신청","20140310","",""
"11680-100002024","","","150002","(변경)인가신청","20131217","",""
"11680-100002024","","","150002","(변경)인가신청","20131129","",""
"11680-100002024","","","150002","(변경)인가신청","20130412","",""
"11680-100002024","","","150002","(변경)인가신청","20100526","",""
"11680-100002024","","","150002","(변경)인가신청","20100517","",""
"11680-100002024","","","150001","총회개최","20100514","",""
"11680-100002024","","","145002","계약(변경)","20140425","",""
"11680-100002024","","","145002","계약(변경)","20091214","",""
"11680-100002024","","","145002","계약(변경)","20090828","",""
"11680-100002024","","","145001","업체선정","20140423","",""
"11680-100002024","","","145001","업체선정","20091214","",""
"11680-100002024","","","145001","업체선정","20090828","",""
"11680-100002024","","","140004","(변경)승인","20031103","",""
"11680-100002024","","","140003","(변경)승인신청","20031001","",""
"11680-100002023","","","155001","업체선정","20050530","",""
"11680-100002023","","","170006","(변경)인가고시","20180202","",""
"11680-100002023","","","170005","(변경)인가신청","20171218","",""
"11680-100002023","","","170005","(변경)인가신청","20060922","",""
"11680-100002023","","","160005","(변경)인가","20190905","",""
"11680-100002023","","","160005","(변경)인가","20170620","",""
"11680-100002023","","","160005","(변경)인가","20060711","",""
"11680-100002023","","","160004","(변경)인가고시","20190911","",""
"11680-100002023","","","160004","(변경)인가고시","20170623","",""
"11680-100002023","","","160002","(변경)인가신청","20190521","",""
"11680-100002023","","","160002","(변경)인가신청","20170501","",""
"11680-100002023","","","156002","계약(변경)","20200910","",""
"11680-100002023","","","156002","계약(변경)","20121024","",""
"11680-100002023","","","156001","업체선정","20120922","",""
"11680-100002023","","","155002","계약(변경)","20210611","",""
"11680-100002023","","","155002","계약(변경)","20030520","",""
"11680-100002023","","","170007","(변경)인가","20061113","",""
"11680-100002023","","","155001","업체선정","20030520","",""
"11680-100002023","","","150003","(변경)인가","20181127","",""
"11680-100002023","","","150003","(변경)인가","20180119","",""
"11680-100002023","","","150003","(변경)인가","20140227","",""
"11680-100002023","","","150003","(변경)인가","20130116","",""
"11680-100002023","","","150003","(변경)인가","20130116","",""
"11680-100002023","","","150003","(변경)인가","20120703","",""
"11680-100002023","","","150003","(변경)인가","20120227","",""
"11680-100002023","","","150003","(변경)인가","20110812","",""
"11680-100002023","","","150003","(변경)인가","20110210","",""
"11680-100002023","","","150003","(변경)인가","20090630","",""
"11680-100002023","","","150003","(변경)인가","20021118","",""
"11680-100002023","","","150002","(변경)인가신청","20180901","",""
"11680-100002023","","","150002","(변경)인가신청","20171218","",""
"11680-100002023","","","150002","(변경)인가신청","20140212","",""
"11680-100002023","","","150002","(변경)인가신청","20130116","",""
"11680-100002023","","","150002","(변경)인가신청","20130102","",""
"11680-100002023","","","150002","(변경)인가신청","20120622","",""
"11680-100002023","","","150002","(변경)인가신청","20120227","",""
"11680-100002023","","","150002","(변경)인가신청","20110812","",""
"11680-100002023","","","150002","(변경)인가신청","20110210","",""
"11680-100002023","","","150002","(변경)인가신청","20090611","",""
"11680-100002023","","","150002","(변경)인가신청","20021101","",""
"11680-100002023","","","145002","계약(변경)","20210216","",""
"11680-100002023","","","145002","계약(변경)","20191114","",""
"11680-100002023","","","145002","계약(변경)","20190917","",""
"11680-100002023","","","145002","계약(변경)","20150701","",""
"11680-100002023","","","145001","업체선정","20191227","",""
"11680-100002023","","","145001","업체선정","20191114","",""
"11680-100002023","","","145001","업체선정","20190817","",""
"11680-100002023","","","145001","업체선정","20150613","",""
"11680-100002023","","","190002","착공신고","20190219","",""
"11680-100002023","","","170007","(변경)인가","20180126","",""
"11680-100002017","","","140004","(변경)승인","20160303","",""
"11680-100002017","","","140004","(변경)승인","20140314","",""
"11680-100002017","","","140004","(변경)승인","20130319","",""
"11680-100002017","","","140004","(변경)승인","20110803","",""
"11680-100002017","","","140004","(변경)승인","20110802","",""
"11680-100002017","","","140004","(변경)승인","20100412","",""
"11680-100002017","","","140004","(변경)승인","20031231","",""
"11680-100002017","","","140003","(변경)승인신청","20160217","",""
"11680-100002017","","","140003","(변경)승인신청","20140225","",""
"11680-100002017","","","140003","(변경)승인신청","20130116","",""
"11680-100002017","","","140003","(변경)승인신청","20110803","",""
"11680-100002017","","","140003","(변경)승인신청","20110718","",""
"11680-100002017","","","140003","(변경)승인신청","20100413","",""
"11680-100002017","","","140003","(변경)승인신청","20031231","",""
"11680-100002017","","","156002","계약(변경)","20160928","",""
"11680-100002017","","","156001","업체선정","20160909","",""
"11680-100002012","","","140004","(변경)승인","20031215","",""
"11680-100002012","","","140003","(변경)승인신청","20080811","",""
"11680-100002012","","","130001","주민제안 : 주민-> 자치구","20110114","정비계획수립 도서(주민제안서) 접수",""
"11680-100002012","","","140003","(변경)승인신청","20031031","",""
"11680-100002012","","","210004","인가","20200928","",""
"11680-100002012","","","210003","인가고시","20200928","",""
"11680-100002012","","","200003","일반분양공고","20170908","래미안강남포레스트 입주자 모집공고",". 59A 29세대  . 96A 27세대 96B 51세대  . 102A 50세대 102B 8세대  . 112A 7세대 112B 22B세대   . 136 14세  . 총 208세대  . 특별공급 : 2017.09.12. 서울/인천경기  . 일반공급 : 2017.09.13. 1순위 서울시 1년이상 거주자              2017.09.14. 1순위 서울시 1년미만/인천경기 거주자              2017.09.15. 2순위 서울/인천경기"
"11680-100002012","","","200002","일반분양승인","20170907","입주자모집공고 승인 처리 알림(개포시영아파트)","사업위치 : 강남구 언주로 21 (개포동 656번지 일원) 시 행 자 : 개포시영아파트 주택재건축정비사업조합 시 공 자 : 주식회사 삼성물산 구역면적 : 115910.00 (대지면적 : 98563.00) 사업규모 : 지하3층/지상35층 아파트 31개동 및 부대복리시설 세 대 수 : 2296세대 (일반분양 208세대)"
"11680-100002012","","","200001","입주자모집 승인신청","20170904","개포시영 입주자모집공고 승인신청","1. 입주자모집승인(안) 1부 2. 주택공급계약서(안) 1부 3. 건축개요 1부 4. 분양가산출내역서 1부 5. 감리자공정확인서 1부 6. 동호수배치도 1부 7. 마감재목록표 1부 8. 대지등기부등본 1부 9. 분양보증서 1부"
"11680-100002012","","","190002","착공신고","20170818","",""
"11680-100002012","","","180002","철거완료","20170526","건축물 철거멸실 완료","아파트 1-30동 부대복리시설"
"11680-100002012","","","180001","철거신고","20161020","건축물 철거멸실신고 필증 교부","아파트 30개동 부대복리시설 3개동 철거기간 2016.11.1~2017.5.30"
"11680-100002012","","","179002","이주완료","20160822","거주민 이주 완료","단지내 중증장애인 세입자 이주대책으로 전세주택 마련하여 이주 완료"
"11680-100002012","","","179001","이주개시","20160110","관리처분인가에 따른 거주민 이주개시","이주에 따른 신탁등기 절차 이행 및 미이주 세대에 대한 이주명도 소송절차 진행"
"11680-100002012","","","170007","(변경)인가","20180726","",""
"11680-100002012","","","170007","(변경)인가","20160106","",""
"11680-100002012","","","170006","(변경)인가고시","20180727","",""
"11680-100002012","","","170006","(변경)인가고시","20160108","개포시영아파트 주택재건축정비사업 관리처분계획인가 고시",""
"11680-100002012","","","170005","(변경)인가신청","20180619","",""
"11680-100002012","","","170005","(변경)인가신청","20150717","관리처분계획인가 신청",""
"11680-100002012","","","170004","총회관련서류 공람공고 및 의견청취","20150515","관리처분계획 공람공고","2015.6.13까지 공람 의견서 제출"
"11680-100002012","","","170003","총회개최","20150514","관리처분계획 수립등을 위한",""
"11680-100002012","","","170002","분양신청","20140811","조합원 분양신청",""
