"사업번호","구분코드","구분명","세부절차코드","세부절차명","일자","제목","상세내용"
"11740-900000764","","","150003","(변경)인가","20200904","",""
"11740-900000764","","","150003","(변경)인가","20200928","",""
"11740-900000764","","","150002","(변경)인가신청","20201007","",""
"11740-900000764","","","150002","(변경)인가신청","20200619","",""
"11740-900000763","","","140004","(변경)승인","20210210","",""
"11740-900000763","","","140004","(변경)승인","20201019","",""
"11740-900000763","","","140003","(변경)승인신청","20201210","",""
"11740-900000763","","","145001","업체선정","20201219","",""
"11740-900000763","","","140003","(변경)승인신청","20201014","",""
"11740-900000763","","","145002","계약(변경)","20210104","",""
"11740-900000763","","","150002","(변경)인가신청","20201231","",""
"11740-900000763","","","150003","(변경)인가","20210210","",""
"11740-900000752","","","140003","(변경)승인신청","20200824","",""
"11740-900000752","","","150003","(변경)인가","20210712","",""
"11740-900000752","","","150002","(변경)인가신청","20210712","",""
"11740-900000752","","","140004","(변경)승인","20201109","",""
"11740-900000752","","","140004","(변경)승인","20200827","",""
"11740-900000752","","","140003","(변경)승인신청","20201102","",""
"11740-900000752","","","140001","추진위원회구성(선출)","20200827","추진위원회 승인",""
"11740-900000752","","","130006","구역지정(변경)고시 : 서울시","20200213","명일동 삼익맨숀아파트 재건축정비사업 정비구역 지정 - 지구단위계획 결정 및 지형도면 고시 ",""
"11740-900000752","","","130004","주민공람공고 : 자치구","20191211","삼익파크아파트 재건축사업 정비계획 수립 및 정비구역 지정(안) 재공람공고",""
"11740-900000752","","","130004","주민공람공고 : 자치구","20180829","삼익맨숀아파트 재건축사업 정비계획 수립 및 정비구역 지정(안) 공람공고",""
"11740-900000751","","","156002","계약(변경)","20210208","",""
"11740-900000751","","","156001","업체선정","20201129","",""
"11740-900000751","","","150004","법인등기","20210115","조합 법인성립",""
"11740-900000751","","","150003","(변경)인가","20210114","조합설립인가",""
"11740-900000751","","","130004","주민공람공고 : 자치구","20180725","삼익파크아파트 재건축사업 정비계획 수립 및 정비구역 지정(안) 공람공고",""
"11740-900000751","","","150002","(변경)인가신청","20201207","조합설립인가신청",""
"11740-900000751","","","150001","총회개최","20201129","삼익파크아파트 재건축정비사업 조합설립을 위한 창립총회",""
"11740-900000751","","","145002","계약(변경)","20201126","",""
"11740-900000751","","","145001","업체선정","20201112","",""
"11740-900000751","","","140004","(변경)승인","20200827","",""
"11740-900000751","","","140003","(변경)승인신청","20200825","",""
"11740-900000751","","","130006","구역지정(변경)고시 : 서울시","20200213","길동 삼익파크아파트 재건축정비사업 정비구역 지정-지구단위계획 결정 및 지형도면 고시",""
"11740-900000739","","","150003","(변경)인가","20210705","",""
"11740-900000739","","","140003","(변경)승인신청","20191105","",""
"11740-900000739","","","140004","(변경)승인","20191213","",""
"11740-900000739","","","145001","업체선정","20200926","",""
"11740-900000739","","","145002","계약(변경)","20201022","",""
"11740-900000739","","","150002","(변경)인가신청","20210311","",""
"11740-900000739","","","156001","업체선정","20200926","",""
"11740-900000739","","","156002","계약(변경)","20201021","",""
"11740-900000650","","","156002","계약(변경)","20170121","",""
"11740-900000650","","","156001","업체선정","20170121","",""
"11740-900000650","","","155002","계약(변경)","20181231","",""
"11740-900000650","","","155002","계약(변경)","20170228","",""
"11740-900000650","","","155001","업체선정","20181123","",""
"11740-900000650","","","155001","업체선정","20170121","",""
"11740-900000650","","","150004","법인등기","20170123","",""
"11740-900000650","","","150003","(변경)인가","20190306","",""
"11740-900000650","","","150003","(변경)인가","20180919","",""
"11740-900000650","","","150003","(변경)인가","20161221","",""
"11740-900000650","","","150003","(변경)인가","20161130","",""
"11740-900000650","","","150002","(변경)인가신청","20190122","",""
"11740-900000650","","","150002","(변경)인가신청","20180830","",""
"11740-900000650","","","150002","(변경)인가신청","20161213","",""
"11740-900000650","","","150002","(변경)인가신청","20161104","",""
"11740-900000650","","","150001","총회개최","20161103","벽산빌라 가로주택정비사업조합 창립총회",""
"11740-900000650","","","145002","계약(변경)","20191029","",""
"11740-900000650","","","145002","계약(변경)","20170228","",""
"11740-900000650","","","145001","업체선정","20191028","",""
"11740-900000650","","","145001","업체선정","20170121","",""
"11740-900000643","","","156001","업체선정","20180203","",""
"11740-900000643","","","170007","(변경)인가","20180105","",""
"11740-900000643","","","170006","(변경)인가고시","20200702","",""
"11740-900000643","","","190002","착공신고","20201231","",""
"11740-900000643","","","170006","(변경)인가고시","20180105","",""
"11740-900000643","","","170005","(변경)인가신청","20200331","",""
"11740-900000643","","","170007","(변경)인가","20200630","",""
"11740-900000643","","","170005","(변경)인가신청","20171220","",""
"11740-900000643","","","160005","(변경)인가","20210528","",""
"11740-900000643","","","160005","(변경)인가","20210218","",""
"11740-900000643","","","160005","(변경)인가","20200724","",""
"11740-900000643","","","160005","(변경)인가","20200213","",""
"11740-900000643","","","160005","(변경)인가","20191021","",""
"11740-900000643","","","160005","(변경)인가","20050509","",""
"11740-900000643","","","160004","(변경)인가고시","20210602","",""
"11740-900000643","","","160004","(변경)인가고시","20210219","",""
"11740-900000643","","","160004","(변경)인가고시","20200728","",""
"11740-900000643","","","160004","(변경)인가고시","20200214","",""
"11740-900000643","","","160004","(변경)인가고시","20191023","",""
"11740-900000643","","","160004","(변경)인가고시","20050510","",""
"11740-900000643","","","160002","(변경)인가신청","20210409","",""
"11740-900000643","","","160002","(변경)인가신청","20201214","",""
"11740-900000643","","","160002","(변경)인가신청","20200701","",""
"11740-900000643","","","160002","(변경)인가신청","20200203","",""
"11740-900000643","","","160002","(변경)인가신청","20190607","",""
"11740-900000643","","","160002","(변경)인가신청","20050425","",""
"11740-900000643","","","156002","계약(변경)","20210407","",""
"11740-900000643","","","156002","계약(변경)","20191127","",""
"11740-900000643","","","156002","계약(변경)","20180206","",""
"11740-900000643","","","156002","계약(변경)","20161223","",""
"11740-900000643","","","156002","계약(변경)","20030626","",""
"11740-900000643","","","156001","업체선정","20210327","",""
"11740-900000643","","","156001","업체선정","20191123","",""
"11740-900000643","","","156001","업체선정","20030626","",""
"11740-900000643","","","155002","계약(변경)","20171109","",""
"11740-900000643","","","155001","업체선정","20170923","",""
"11740-900000643","","","150003","(변경)인가","20200303","",""
"11740-900000643","","","150003","(변경)인가","20190604","",""
"11740-900000643","","","150003","(변경)인가","20180914","",""
"11740-900000643","","","150003","(변경)인가","20170711","",""
"11740-900000643","","","150003","(변경)인가","20170525","",""
"11740-900000643","","","150003","(변경)인가","20160425","",""
"11740-900000643","","","150003","(변경)인가","20110908","",""
"11740-900000643","","","150003","(변경)인가","20060329","",""
"11740-900000643","","","150003","(변경)인가","20050914","",""
"11740-900000643","","","150003","(변경)인가","20050908","",""
"11740-900000643","","","150003","(변경)인가","20050223","",""
"11740-900000643","","","150002","(변경)인가신청","20200205","",""
"11740-900000643","","","150002","(변경)인가신청","20190411","",""
"11740-900000643","","","150002","(변경)인가신청","20180903","",""
"11740-900000643","","","150002","(변경)인가신청","20170626","",""
"11740-900000643","","","150002","(변경)인가신청","20170515","",""
"11740-900000643","","","150002","(변경)인가신청","20160405","",""
"11740-900000643","","","150002","(변경)인가신청","20110902","",""
"11740-900000643","","","150002","(변경)인가신청","20060313","",""
"11740-900000643","","","150002","(변경)인가신청","20050912","",""
"11740-900000643","","","150002","(변경)인가신청","20050826","",""
"11740-900000643","","","150002","(변경)인가신청","20050207","",""
"11740-900000643","","","150001","총회개최","20031230","2003.12.28 창립총회",""
"11740-900000643","","","145002","계약(변경)","20191127","",""
"11740-900000643","","","145002","계약(변경)","20161223","",""
"11740-900000643","","","145001","업체선정","20191123","",""
"11740-900000643","","","145001","업체선정","20161209","",""
"11740-900000643","","","140004","(변경)승인","20031125","",""
"11740-900000643","","","140003","(변경)승인신청","20031103","",""
"11740-900000643","","","140001","추진위원회구성(선출)","20020101","",""
"11740-900000643","","","120005","종합판정","20031217","안전진단 심의 결과-재건축 허용",""
"11740-900000643","","","120001","안전진단신청 : 주민 -> 자치구","20030301","안전진단 신청(강동구청)",""
"11740-900000643","","","110002","기본계획수립(변경)고시 : 서울시","20050501","삼익연립 제1종지구단위계획구역 및 제1종지구단위계획",""
"11740-900000618","","","150003","(변경)인가","20160120","",""
"11740-900000618","","","150003","(변경)인가","20151007","",""
"11740-900000618","","","150003","(변경)인가","20150908","",""
"11740-900000618","","","150002","(변경)인가신청","20160215","",""
"11740-900000618","","","150002","(변경)인가신청","20151221","",""
"11740-900000618","","","150002","(변경)인가신청","20151007","",""
"11740-900000618","","","150002","(변경)인가신청","20150908","",""
"11740-900000618","","","156002","계약(변경)","20151007","",""
"11740-900000618","","","156001","업체선정","20151003","",""
"11740-900000618","","","155002","계약(변경)","20160226","",""
"11740-900000618","","","155001","업체선정","20160220","",""
"11740-900000618","","","150003","(변경)인가","20160223","",""
"11740-900000167","","","150003","(변경)인가","20210715","",""
"11740-900000167","","","150003","(변경)인가","20210423","",""
"11740-900000167","","","150003","(변경)인가","20210326","",""
"11740-900000167","","","150003","(변경)인가","20210302","",""
"11740-900000167","","","150003","(변경)인가","20210208","",""
"11740-900000167","","","150003","(변경)인가","20200925","",""
"11740-900000167","","","150003","(변경)인가","20200908","",""
"11740-900000167","","","170007","(변경)인가","20201207","",""
"11740-900000167","","","170006","(변경)인가고시","20201216","",""
"11740-900000167","","","170005","(변경)인가신청","20200828","",""
"11740-900000167","","","160005","(변경)인가","20180720","",""
"11740-900000167","","","160004","(변경)인가고시","20180725","",""
"11740-900000167","","","160002","(변경)인가신청","20180212","",""
"11740-900000167","","","156002","계약(변경)","20210329","",""
"11740-900000167","","","156002","계약(변경)","20160420","",""
"11740-900000167","","","156001","업체선정","20151217","",""
"11740-900000167","","","155002","계약(변경)","20191016","",""
"11740-900000167","","","155001","업체선정","20190529","",""
"11740-900000167","","","150003","(변경)인가","20170411","",""
"11740-900000167","","","150003","(변경)인가","20161028","",""
"11740-900000167","","","150003","(변경)인가","20160721","",""
"11740-900000167","","","150003","(변경)인가","20160617","",""
"11740-900000167","","","150003","(변경)인가","20160121","",""
"11740-900000167","","","150002","(변경)인가신청","20210702","",""
"11740-900000167","","","150002","(변경)인가신청","20210413","",""
"11740-900000167","","","150002","(변경)인가신청","20210323","",""
"11740-900000167","","","150002","(변경)인가신청","20210218","",""
"11740-900000167","","","150002","(변경)인가신청","20210201","",""
"11740-900000167","","","150002","(변경)인가신청","20200922","",""
"11740-900000167","","","150002","(변경)인가신청","20200824","",""
"11740-900000167","","","150002","(변경)인가신청","20200410","",""
"11740-900000167","","","150002","(변경)인가신청","20200219","",""
"11740-900000167","","","150002","(변경)인가신청","20200108","",""
"11740-900000167","","","150002","(변경)인가신청","20190925","",""
"11740-900000167","","","150002","(변경)인가신청","20190424","",""
"11740-900000167","","","150002","(변경)인가신청","20190109","",""
"11740-900000167","","","150002","(변경)인가신청","20180726","",""
"11740-900000167","","","150002","(변경)인가신청","20180126","",""
"11740-900000167","","","150002","(변경)인가신청","20171205","",""
"11740-900000167","","","150002","(변경)인가신청","20171024","",""
"11740-900000167","","","150002","(변경)인가신청","20170515","",""
"11740-900000167","","","150002","(변경)인가신청","20170407","",""
"11740-900000167","","","150002","(변경)인가신청","20161012","",""
"11740-900000167","","","150002","(변경)인가신청","20160714","",""
"11740-900000167","","","150002","(변경)인가신청","20160609","",""
"11740-900000167","","","150002","(변경)인가신청","20151229","",""
"11740-900000167","","","150001","총회개최","20151217","조합설립 창립총회",""
"11740-900000167","","","145002","계약(변경)","20210322","",""
"11740-900000167","","","145002","계약(변경)","20140922","",""
"11740-900000167","","","145001","업체선정","20140826","",""
"11740-900000167","","","140004","(변경)승인","20150324","",""
"11740-900000167","","","140004","(변경)승인","20140512","",""
"11740-900000167","","","140003","(변경)승인신청","20150324","",""
"11740-900000167","","","140003","(변경)승인신청","20140508","",""
"11740-900000167","","","140001","추진위원회구성(선출)","20140512","조합설립추진위원회 승인",""
"11740-900000167","","","130006","구역지정(변경)고시 : 서울시","20131212","천호뉴타운 3 주택재건축 정비구역 지정 고시",""
"11740-900000167","","","130005","정비구역지정(변경)신청 : 자치구-> 서울시","20111229","천호뉴타운(346구역) 주택재건축정비구역 지정 신청",""
"11740-900000167","","","130004","주민공람공고 : 자치구","20111012","천호뉴타운(346구역) 주택재건축정비구역 지정 및 정비계획(안) 공람공고",""
"11740-900000167","","","150003","(변경)인가","20200615","",""
"11740-900000167","","","150003","(변경)인가","20200310","",""
"11740-900000167","","","150003","(변경)인가","20200115","",""
"11740-900000167","","","150003","(변경)인가","20191002","",""
"11740-900000167","","","150003","(변경)인가","20190508","",""
"11740-900000167","","","150003","(변경)인가","20190124","",""
"11740-900000167","","","150003","(변경)인가","20180817","",""
"11740-900000167","","","150003","(변경)인가","20180208","",""
"11740-900000167","","","150003","(변경)인가","20171207","",""
"11740-900000167","","","150003","(변경)인가","20171030","",""
"11740-900000167","","","150003","(변경)인가","20170530","",""
"11740-900000149","","","140004","(변경)승인","20120210","",""
"11740-900000149","","","150003","(변경)인가","20130411","",""
"11740-900000149","","","150002","(변경)인가신청","20210804","",""
"11740-900000149","","","150002","(변경)인가신청","20210708","",""
"11740-900000149","","","150002","(변경)인가신청","20210316","",""
"11740-900000149","","","150002","(변경)인가신청","20200917","",""
"11740-900000149","","","150002","(변경)인가신청","20181130","",""
"11740-900000149","","","150002","(변경)인가신청","20161104","",""
"11740-900000149","","","150002","(변경)인가신청","20150917","",""
"11740-900000149","","","150002","(변경)인가신청","20141020","",""
"11740-900000149","","","150002","(변경)인가신청","20130321","",""
"11740-900000149","","","145002","계약(변경)","20120627","",""
"11740-900000149","","","145001","업체선정","20120627","",""
"11740-900000149","","","170007","(변경)인가","20190731","",""
"11740-900000149","","","170006","(변경)인가고시","20190731","",""
"11740-900000149","","","170005","(변경)인가신청","20190318","",""
"11740-900000149","","","140003","(변경)승인신청","20120201","",""
"11740-900000149","","","160005","(변경)인가","20210316","",""
"11740-900000149","","","160005","(변경)인가","20200213","",""
"11740-900000149","","","160005","(변경)인가","20170222","",""
"11740-900000149","","","160004","(변경)인가고시","20210317","",""
"11740-900000149","","","160004","(변경)인가고시","20200213","",""
"11740-900000149","","","160004","(변경)인가고시","20170222","",""
"11740-900000149","","","160002","(변경)인가신청","20201106","",""
"11740-900000149","","","160002","(변경)인가신청","20200115","",""
"11740-900000149","","","160002","(변경)인가신청","20160930","",""
"11740-900000149","","","156002","계약(변경)","20210630","",""
"11740-900000149","","","156002","계약(변경)","20201104","",""
"11740-900000149","","","156002","계약(변경)","20120629","",""
"11740-900000149","","","156001","업체선정","20120531","",""
"11740-900000149","","","155002","계약(변경)","20180508","",""
"11740-900000149","","","155001","업체선정","20180328","",""
"11740-900000149","","","150003","(변경)인가","20210804","",""
"11740-900000149","","","150003","(변경)인가","20210708","",""
"11740-900000149","","","150003","(변경)인가","20210316","",""
"11740-900000149","","","150003","(변경)인가","20200917","",""
"11740-900000149","","","150003","(변경)인가","20190201","",""
"11740-900000149","","","150003","(변경)인가","20161124","",""
"11740-900000149","","","150003","(변경)인가","20151006","",""
"11740-900000149","","","150003","(변경)인가","20141024","",""
"11740-900000035","","","140003","(변경)승인신청","20060626","",""
"11740-900000035","","","170007","(변경)인가","20200630","",""
"11740-900000035","","","170007","(변경)인가","20200324","",""
"11740-900000035","","","170007","(변경)인가","20190124","",""
"11740-900000035","","","170006","(변경)인가고시","20200708","",""
"11740-900000035","","","170006","(변경)인가고시","20200401","",""
"11740-900000035","","","170006","(변경)인가고시","20190130","",""
"11740-900000035","","","170005","(변경)인가신청","20200622","",""
"11740-900000035","","","170005","(변경)인가신청","20200219","",""
"11740-900000035","","","170005","(변경)인가신청","20181112","",""
"11740-900000035","","","160005","(변경)인가","20210218","",""
"11740-900000035","","","160005","(변경)인가","20200316","",""
"11740-900000035","","","160005","(변경)인가","20161021","",""
"11740-900000035","","","160005","(변경)인가","20150318","",""
"11740-900000035","","","160004","(변경)인가고시","20210218","",""
"11740-900000035","","","160004","(변경)인가고시","20200316","",""
"11740-900000035","","","160004","(변경)인가고시","20161021","",""
"11740-900000035","","","160004","(변경)인가고시","20150318","",""
"11740-900000035","","","160002","(변경)인가신청","20210208","",""
"11740-900000035","","","160002","(변경)인가신청","20200211","",""
"11740-900000035","","","160002","(변경)인가신청","20160610","",""
"11740-900000035","","","160002","(변경)인가신청","20141031","",""
"11740-900000035","","","156002","계약(변경)","20130411","",""
"11740-900000035","","","156002","계약(변경)","20070413","",""
"11740-900000035","","","156001","업체선정","20130328","",""
"11740-900000035","","","156001","업체선정","20070413","",""
"11740-900000035","","","155002","계약(변경)","20181114","",""
"11740-900000035","","","150003","(변경)인가","20200720","",""
"11740-900000035","","","150003","(변경)인가","20190410","",""
"11740-900000035","","","150003","(변경)인가","20181226","",""
"11740-900000035","","","150003","(변경)인가","20180917","",""
"11740-900000035","","","150003","(변경)인가","20180405","",""
"11740-900000035","","","150003","(변경)인가","20160808","",""
"11740-900000035","","","150003","(변경)인가","20151103","",""
"11740-900000035","","","150003","(변경)인가","20141230","",""
"11740-900000035","","","150003","(변경)인가","20141125","",""
"11740-900000035","","","150003","(변경)인가","20140429","",""
"11740-900000035","","","150003","(변경)인가","20130502","",""
"11740-900000035","","","150003","(변경)인가","20121106","",""
"11740-900000035","","","150003","(변경)인가","20120921","",""
"11740-900000035","","","150002","(변경)인가신청","20200703","",""
"11740-900000035","","","150002","(변경)인가신청","20190227","",""
"11740-900000035","","","150002","(변경)인가신청","20181206","",""
"11740-900000035","","","150002","(변경)인가신청","20180910","",""
"11740-900000035","","","150002","(변경)인가신청","20180326","",""
"11740-900000035","","","150002","(변경)인가신청","20160622","",""
"11740-900000035","","","150002","(변경)인가신청","20151008","",""
"11740-900000035","","","150002","(변경)인가신청","20141224","",""
"11740-900000035","","","150002","(변경)인가신청","20141117","",""
"11740-900000035","","","150002","(변경)인가신청","20140425","",""
"11740-900000035","","","150002","(변경)인가신청","20130422","",""
"11740-900000035","","","150002","(변경)인가신청","20121101","",""
"11740-900000035","","","150002","(변경)인가신청","20120831","",""
"11740-900000035","","","145002","계약(변경)","20130417","",""
"11740-900000035","","","145002","계약(변경)","20110622","",""
"11740-900000035","","","145002","계약(변경)","20070528","",""
"11740-900000035","","","145001","업체선정","20130328","",""
"11740-900000035","","","145001","업체선정","20070528","",""
"11740-900000035","","","140004","(변경)승인","20060905","",""
"11740-900000035","","","140004","(변경)승인","20060726","",""
"11740-900000035","","","140003","(변경)승인신청","20060816","",""
"11740-900000035","","","130006","구역지정(변경)고시 : 서울시","20090102","천호뉴타운1 도시환경정비구역 지정 및 지형도면(서울특별시 고시 제2008-508호)_090102",""
"11740-100001056","","","150003","(변경)인가","20030616","",""
"11740-100001053","","","150003","(변경)인가","20030624","",""
"11740-100001053","","","150002","(변경)인가신청","20030624","",""
"11740-100001053","","","170005","(변경)인가신청","20090430","",""
"11740-100001053","","","156002","계약(변경)","20080723","",""
"11740-100001053","","","156001","업체선정","20080723","",""
"11740-100001053","","","155002","계약(변경)","20081229","",""
"11740-100001053","","","150003","(변경)인가","20030624","",""
"11740-100001053","","","155001","업체선정","20081229","",""
"11740-100001052","","","170006","(변경)인가고시","20190725","",""
"11740-100001052","","","170006","(변경)인가고시","20150121","",""
"11740-100001052","","","170005","(변경)인가신청","20190618","",""
"11740-100001052","","","170005","(변경)인가신청","20141223","",""
"11740-100001052","","","160004","(변경)인가고시","20140430","",""
"11740-100001052","","","160002","(변경)인가신청","20140214","",""
"11740-100001052","","","156002","계약(변경)","20170705","",""
"11740-100001052","","","156002","계약(변경)","20130530","",""
"11740-100001052","","","156002","계약(변경)","20100709","",""
"11740-100001052","","","156001","업체선정","20170705","",""
"11740-100001052","","","156001","업체선정","20100709","",""
"11740-100001052","","","155002","계약(변경)","20150106","",""
"11740-100001052","","","155001","업체선정","20100626","",""
"11740-100001052","","","150003","(변경)인가","20180326","",""
"11740-100001052","","","150003","(변경)인가","20171212","",""
"11740-100001052","","","150003","(변경)인가","20170531","",""
"11740-100001052","","","150003","(변경)인가","20140620","",""
"11740-100001052","","","150003","(변경)인가","20140129","",""
"11740-100001052","","","150003","(변경)인가","20131007","",""
"11740-100001052","","","150003","(변경)인가","20121102","",""
"11740-100001052","","","150003","(변경)인가","20120703","",""
"11740-100001052","","","150003","(변경)인가","20110415","",""
"11740-100001052","","","150003","(변경)인가","20110131","",""
"11740-100001052","","","150003","(변경)인가","20100908","",""
"11740-100001052","","","150003","(변경)인가","20100422","",""
"11740-100001052","","","150002","(변경)인가신청","20180319","",""
"11740-100001052","","","150002","(변경)인가신청","20170630","",""
"11740-100001052","","","150002","(변경)인가신청","20170525","",""
"11740-100001052","","","150002","(변경)인가신청","20140516","",""
"11740-100001052","","","150002","(변경)인가신청","20140117","",""
"11740-100001052","","","150002","(변경)인가신청","20130910","",""
"11740-100001052","","","150002","(변경)인가신청","20120924","",""
"11740-100001052","","","150002","(변경)인가신청","20120530","",""
"11740-100001052","","","150002","(변경)인가신청","20110401","",""
"11740-100001052","","","150002","(변경)인가신청","20110104","",""
"11740-100001052","","","150002","(변경)인가신청","20100803","",""
"11740-100001052","","","150002","(변경)인가신청","20100331","",""
"11740-100001052","","","145002","계약(변경)","20180202","",""
"11740-100001052","","","145002","계약(변경)","20130529","",""
"11740-100001052","","","145002","계약(변경)","20100304","",""
"11740-100001052","","","145002","계약(변경)","20100304","",""
"11740-100001052","","","145001","업체선정","20180123","",""
"11740-100001052","","","145001","업체선정","20100304","",""
"11740-100001052","","","145001","업체선정","20100304","",""
"11740-100001052","","","140004","(변경)승인","20060630","",""
"11740-100001052","","","140003","(변경)승인신청","20060601","",""
"11740-100001052","","","140004","(변경)승인","20060630","",""
"11740-100001052","","","210004","인가","20190624","",""
"11740-100001052","","","210003","인가고시","20190624","",""
"11740-100001052","","","200999","기타","20160718","일반분양승인",""
"11740-100001052","","","190002","착공신고","20160630","",""
"11740-100001052","","","180001","철거신고","20151222","건축물철거 멸실신고",""
"11740-100001052","","","179001","이주개시","20150201","이주신청",""
"11740-100001052","","","170007","(변경)인가","20190725","",""
"11740-100001052","","","170007","(변경)인가","20150116","",""
"11740-100001050","","","140003","(변경)승인신청","20071203","추진위원회설립인가 신청",""
"11740-100001050","","","140002","동의서징구","20071118","추진위원회설립동의서 징구",""
"11740-100001050","","","140001","추진위원회구성(선출)","20071108","추진위원회 구성",""
"11740-100001050","","","130006","구역지정(변경)고시 : 서울시","20140619","길동신동아3차아파트 주택재건축정비계획 수립 및 정비구역지정 지형도면 고시",""
"11740-100001050","","","130005","정비구역지정(변경)신청 : 자치구-> 서울시","20140210","정비계획수립관련 구의회 의견청취",""
"11740-100001050","","","130004","주민공람공고 : 자치구","20131218","정비계획수립(안) 주민공람",""
"11740-100001050","","","130001","주민제안 : 주민-> 자치구","20131001","길동신동아3차아파트 주택재건축정비사업계획 수립",""
"11740-100001050","","","130002","주민제안 반영여부통보 : 자치구-> 주민","20131209","정비계획수립관련 주민설명회",""
"11740-100001050","","","230999","기타","20201118","이전고시",""
"11740-100001050","","","220999","기타","20210313","조합해산",""
"11740-100001050","","","210004","인가","20200414","",""
"11740-100001050","","","210003","인가고시","20200422","",""
"11740-100001050","","","200003","일반분양공고","20171116","",""
"11740-100001050","","","200002","일반분양승인","20171116","",""
"11740-100001050","","","200001","입주자모집 승인신청","20171115","",""
"11740-100001050","","","190001","착공연기신고","20171103","",""
"11740-100001050","","","180002","철거완료","20171026","",""
"11740-100001050","","","180001","철거신고","20170816","",""
"11740-100001050","","","179002","이주완료","20170702","",""
"11740-100001050","","","179001","이주개시","20170405","",""
"11740-100001050","","","170007","(변경)인가","20201021","",""
"11740-100001050","","","170007","(변경)인가","20171024","",""
"11740-100001050","","","170007","(변경)인가","20170210","",""
"11740-100001050","","","170006","(변경)인가고시","20201021","",""
"11740-100001050","","","170006","(변경)인가고시","20171024","",""
"11740-100001050","","","170006","(변경)인가고시","20170210","",""
"11740-100001050","","","170005","(변경)인가신청","20200910","",""
"11740-100001050","","","170005","(변경)인가신청","20171016","",""
"11740-100001050","","","170005","(변경)인가신청","20170123","",""
"11740-100001050","","","160005","(변경)인가","20170818","",""
"11740-100001050","","","160005","(변경)인가","20160218","",""
"11740-100001050","","","160004","(변경)인가고시","20170818","",""
"11740-100001050","","","160004","(변경)인가고시","20160224","",""
"11740-100001050","","","160002","(변경)인가신청","20170629","",""
"11740-100001050","","","160002","(변경)인가신청","20151214","",""
"11740-100001050","","","160001","총회개최","20151205","",""
"11740-100001050","","","156002","계약(변경)","20130718","",""
"11740-100001050","","","156001","업체선정","20170418","",""
"11740-100001050","","","156001","업체선정","20130513","",""
"11740-100001050","","","155002","계약(변경)","20200630","",""
"11740-100001050","","","155002","계약(변경)","20180620","",""
"11740-100001050","","","155002","계약(변경)","20161028","",""
"11740-100001050","","","155001","업체선정","20161028","",""
"11740-100001050","","","150003","(변경)인가","20201106","",""
"11740-100001050","","","150003","(변경)인가","20180413","",""
"11740-100001050","","","150003","(변경)인가","20160930","",""
"11740-100001050","","","150003","(변경)인가","20151211","",""
"11740-100001050","","","150003","(변경)인가","20150925","",""
"11740-100001050","","","150003","(변경)인가","20150911","",""
"11740-100001050","","","150003","(변경)인가","20150317","",""
"11740-100001050","","","150002","(변경)인가신청","20201029","",""
"11740-100001050","","","150002","(변경)인가신청","20180320","",""
"11740-100001050","","","150002","(변경)인가신청","20160729","",""
"11740-100001050","","","150002","(변경)인가신청","20151110","",""
"11740-100001050","","","150002","(변경)인가신청","20150924","",""
"11740-100001050","","","150002","(변경)인가신청","20150720","",""
"11740-100001050","","","150002","(변경)인가신청","20150225","",""
"11740-100001050","","","145002","계약(변경)","20140516","",""
"11740-100001050","","","145002","계약(변경)","20130724","",""
"11740-100001050","","","145001","업체선정","20170419","",""
"11740-100001050","","","145001","업체선정","20140328","",""
"11740-100001050","","","145001","업체선정","20130513","","계약해지"
"11740-100001050","","","140004","(변경)승인","20140512","",""
"11740-100001050","","","140004","(변경)승인","20121024","",""
"11740-100001050","","","140004","(변경)승인","20121024","",""
"11740-100001050","","","140004","(변경)승인","20071227","",""
"11740-100001050","","","140004","(변경)승인","20071227","",""
"11740-100001050","","","140004","(변경)승인","20071227","추진위원회 승인",""
"11740-100001050","","","140003","(변경)승인신청","20140407","",""
"11740-100001050","","","140003","(변경)승인신청","20121024","",""
"11740-100001050","","","140003","(변경)승인신청","20121024","",""
"11740-100001049","","","150003","(변경)인가","20100527","",""
"11740-100001049","","","190002","착공신고","20210611","",""
"11740-100001049","","","170007","(변경)인가","20171026","",""
"11740-100001049","","","170006","(변경)인가고시","20171101","",""
"11740-100001049","","","170005","(변경)인가신청","20170925","",""
"11740-100001049","","","160005","(변경)인가","20210611","",""
"11740-100001049","","","160005","(변경)인가","20210409","",""
"11740-100001049","","","160005","(변경)인가","20200421","",""
"11740-100001049","","","160005","(변경)인가","20161017","",""
"11740-100001049","","","160005","(변경)인가","20120831","",""
"11740-100001049","","","160004","(변경)인가고시","20210611","",""
"11740-100001049","","","160004","(변경)인가고시","20210414","",""
"11740-100001049","","","160004","(변경)인가고시","20200421","",""
"11740-100001049","","","160004","(변경)인가고시","20161019","",""
"11740-100001049","","","160004","(변경)인가고시","20120905","",""
"11740-100001049","","","160002","(변경)인가신청","20210602","",""
"11740-100001049","","","160002","(변경)인가신청","20210129","",""
"11740-100001049","","","160002","(변경)인가신청","20200311","",""
"11740-100001049","","","160002","(변경)인가신청","20160524","",""
"11740-100001049","","","160002","(변경)인가신청","20120210","",""
"11740-100001049","","","156002","계약(변경)","20210415","",""
"11740-100001049","","","156002","계약(변경)","20191024","",""
"11740-100001049","","","156002","계약(변경)","20160728","",""
"11740-100001049","","","156002","계약(변경)","20151127","",""
"11740-100001049","","","156002","계약(변경)","20100726","",""
"11740-100001049","","","156002","계약(변경)","20060823","",""
